"Show_Name","English","Type","Episodes","Rank","Score","Users","Popularity","Members","Favorites","Genre","Source","Licensors","Studios","Producers","Premiered"
"Palme no Ki","A Tree of Palme","Movie","1","5297","6.58","1760","5177","4322","7","Adventure, Drama, Fantasy, Romance","Unknown","ADV Films","Palm Studio","Genco, Kadokawa Shoten",""
"Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei","Pokemon the Movie: Genesect and the Legend Awakened","Movie","1","5298","6.58","9439","2901","16961","32","Action, Adventure, Comedy, Fantasy, Kids","Game","The Pokemon Company International","OLM","None found, add some",""
"Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials","","Special","2","5299","6.58","613","7920","1205","2","Comedy, Martial Arts, School, Shounen","Manga","None found, add some","Madhouse","Bandai Visual, Magic Bus",""
"Shukufuku no Campanella: La Campanella Della Benedizione","","OVA","1","5300","6.58","2146","5067","4559","1","Comedy, Ecchi, Fantasy","Visual novel","Nozomi Entertainment","None found, add some","AIC",""
"Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!","","Special","1","5301","6.58","733","7174","1740","2","Comedy, School, Shoujo, Shounen Ai, Slice of Life","Visual novel","Media Blasters","Zexcs","Bandai Visual, Lantis, Movic",""
"Tatakae!! Ramenman","Fight!! Ramenman","TV","35","5302","6.58","117","9153","623","4","Action, Adventure, Martial Arts, Shounen","Unknown","None found, add some","Toei Animation","Yomiko Advertising","Winter 1988"
"Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi","Time Travel Girl","TV","12","5303","6.58","3799","3414","11998","10","Sci-Fi, Adventure","Book","Funimation","WAO World","TV Tokyo, Studio Mausu","Summer 2016"
"Triage X: Recollection XOXO","Triage X: Recollection XOXO","OVA","1","5304","6.58","4804","3390","12206","5","Action, Ecchi, School, Shounen","Manga","Sentai Filmworks","Xebec","DAX Production",""
"Uchuu Senshi Baldios (Movie)","Space Warrior Baldios","Movie","1","5305","6.58","250","9181","613","1","Action, Sci-Fi, Space, Mecha","Unknown","None found, add some","None found, add some","Kokusai Eigasha",""
"Upotte!!","Upotte!!","ONA","10","5306","6.58","23343","1492","52427","141","Action, Comedy, Military, Seinen","Manga","Sentai Filmworks","Xebec","DAX Production, Nippon Columbia",""
"Wakusei Robo Danguard Ace","Dangard Ace","TV","56","5307","6.58","145","8886","723","0","Mecha, Sci-Fi, Shounen","Original","None found, add some","Toei Animation","None found, add some","Spring 1977"
"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Yosuga no Sora","TV","12","5308","6.58","126201","297","236317","1420","Drama, Ecchi, Harem, Romance","Visual novel","Media Blasters","feel.","Starchild Records, Studio Mausu, GANSIS, PRA","Fall 2010"
"Yume de Aetara","If I See You in My Dreams","OVA","3","5309","6.58","1416","5726","3350","5","Comedy, Drama, Ecchi, Romance, Seinen","Manga","Media Blasters","J.C.Staff","TBS",""
"Amnesia OVA","","OVA","1","5310","6.57","10500","2627","20787","19","Harem, Fantasy, Shoujo","Visual novel","None found, add some","Brain's Base","None found, add some",""
"Aozora Shoujo-tai","801 T.T.S. Airbats","OVA","7","5311","6.57","1880","5076","4545","7","Action, Comedy, Military, Romance, Shounen","Unknown","ADV Films","None found, add some","Studio Fantasia",""
"Blood Lad: Kanketsu Kinen","","ONA","1","5312","6.57","2178","3611","10469","5","Music, Shounen, Vampire","Manga","None found, add some","Brain's Base","None found, add some",""
